SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
305440,농업회사법인 (주)그린,33654
27828K,천보1우,33835
29806V,에스씨엠생명과학10우,32932
306920,정우이앤이,33834
24807K,솔루엠1우,33854
24807L,솔루엠2우,33854
277310,다자요,30874
303330,이블루,33463
303500,인피닉스,33523
306260,십일번가,33749
21788Q,틸론6우,25138
304870,한국리테일홈플러스제1호위탁관리부동산투자회사,33874
30537N,모닛4우,33677
307000,에이온엘에스,33864
307230,에스티에이테스팅컨설팅,33865
303990,엔데스크홀딩스,33599
299580,위버스브레인,33922
29958K,위버스브레인1우,33922
29958L,위버스브레인2우,33922
03920K,오스코텍2우,3920
074930,짐월드,9062
30350K,인피닉스1우,33523
305910,온페이스게임즈,33940
307310,오버다임케이,33941
308130,미탭스플러스,33953
07860K,대주전자재료1우,9474
21621P,힐세리온5우,32840
30509K,마이크로디지탈1우,33965
308290,하나광산개발,33966
29616K,프로젠 1우,33189
21942L,링크제니시스2우,27422
26226L,에이프로2우,29440
30626K,십일번가1우,33749
306750,지에이치비에이치,33982
19929R,바이오프로테크7우,23179
29618L,에스엘백시젠2우,33188
29618M,에스엘백시젠3우,33188
29618N,에스엘백시젠4우,33188
297120,후이즈홀딩스,32852
305930,케이나올,33720
305980,펫라이크,33719
306100,로얄파트너스,33818
307030,조앤강,33841
26706N,명진홀딩스4우,29907
308480,리엔젠,34019
30848K,리엔젠1우,34019
308940,미성이앤씨,34029
02830L,에이치엘비2우,2830
308520,엘에이티,34046
309110,비안랩,34043
18549K,아이진1우,21740
179430,한메가,21059
26437K,21그램그룹1우,29665
303630,코어밸런스,33506
30363K,코어밸런스1우,33506
303720,케이비용인아산리테일위탁관리부동산투자회사,33511
303870,에임메드,33454
29903K,하나기술1우,33020
244900,친환경식품,27651
300710,정우네트웍스,33210
08465L,랩지노믹스2우,11356
23997P,하이코어5우,27169
27847Q,에이피알6우,31039
27847R,에이피알7우,31039
29664K,이노룰스1우,33527
29664L,이노룰스2우,33527
29806Q,에스씨엠생명과학6우,32932
29806R,에스씨엠생명과학7우,32932
29806S,에스씨엠생명과학8우,32932
298440,디엔솔루션즈,32025
300510,유라이크코리아,33545
30051K,유라이크코리아1우,33545
30051L,유라이크코리아2우,33545
303370,브라보앤미디어,33551
30353K,이노뎁1우,33474
303710,비에이에너지,33526
303860,나인바이오팜,33542
30410K,솔트룩스1우,33547
30410L,솔트룩스2우,33547
30410M,솔트룩스3우,33547
17675P,듀켐바이오5우,20829
23989R,피엔에이치테크7우,27885
24490K,친환경식품1우,27651
29511M,프리닉스3우,32680
29841K,맘이랜서1우,33096
29923K,세븐브로이양평1우,33051
303570,에스제이,33561
303110,울트라브이,33570
02472K,콜마홀딩스1우,2472
02472L,콜마홀딩스2우,2472
08645K,동국제약1우,10431
178670,주영엔에스,21006
290610,이시스코스메틱,32228
299220,제이어스,33050
29922K,제이어스1우,33050
29975N,비비비4우,33151
300620,후앤후,33211
300880,넥서스텍,33578
302630,아크에이르,33601
24251N,발레앤모델4우,28539
304640,두모전자,33609
304860,디엠씨테크,33608
304930,고베하우스,33612
06429K,인텍플러스4우,7862
09949K,대륜이엔에스1우,12487
27847S,에이피알8우,31039
27847T,에이피알9우,31039
27847V,에이피알10우,31039
27847W,에이피알11우,31039
29055K,디케이티1우,33616
305060,토마토브이알,33620
29922L,제이어스2우,33050
299730,아베크,33441
26706M,명진홀딩스3우,29907
298870,우리벤처파트너스,33639
28377K,보령바이오파마1우,31542
299770,페이게이트,33648
29977K,페이게이트1우,33648
304830,지디테크놀러지,33656
305400,온페이스에스디씨,33661
305430,씨앤바이오,33655
29806T,에스씨엠생명과학9우,32932
24190L,비주얼캠프2우,27359
24190M,비주얼캠프3우,27359
27847X,에이피알12우,31039
27847Y,에이피알13우,31039
304720,에어필립,33600
305560,코스메틱스탠다드,33670
16212S,루켄테크놀러지스8우,19354
23972L,피플카2우,27305
298610,아보네,32965
302650,레드브로스,33376
303700,메디허브,33691
23820K,비피도1우,33707
16836L,펨트론2우,19939
296180,에스엘백시젠,33188
29618K,에스엘백시젠1우,33188
298510,마더테란,33181
299750,비비비,33151
29975K,비비비1우,33151
29975L,비비비2우,33151
29975M,비비비3우,33151
29667K,삼명텍1우,32820
29722L,베이서스2우,32909
29967K,에스엠비나1우,33090
299970,삼도전기에너지,33192
300480,연안알루미늄,33198
15610K,엘앤케이바이오메드3우,18693
23997L,하이코어2우,27169
23997M,하이코어3우,27169
23997N,하이코어4우,27169
24251M,발레앤모델3우,28539
264300,더열림,29606
29409K,이오플로우1우,33095
300500,에이디엠,33208
191390,바디프랜드,33227
22522P,제놀루션5우,25715
275720,신라레저,33228
03888K,아이에이1우,3888
24387K,굿센1우,27578
28524R,비바리퍼블리카7우,31697
299590,무등화성,33251
300850,루센트엘앤디,33249
288260,이니그마,33286
290870,비에이엔터테인먼트,33273
29087K,비에이엔터테인먼트1우,33273
300180,팝스라인,33274
30018K,팝스라인1우,33274
25805L,테크트랜스2우,28934
25805M,테크트랜스3우,28934
296390,씨엔에이,32744
297800,마이펫씨엔제이,32911
297810,일이삼게임즈,32912
26430K,더열림1우,29606
217220,엔비레즈,24862
300990,다성피앤에프,33321
302110,유민에쓰티,33354
27788M,티에스아이3우,31124
295170,버스킹티비,32684
302310,더원스틸,33359
163230,이니스트에스티,19530
16323K,이니스트에스티1우,19530
16323L,이니스트에스티2우,19530
16323M,이니스트에스티3우,19530
16373K,핑거1우,19449
16373L,핑거2우,19449
301730,순환골재협회,33371
302150,크리스에프앤씨인베스트,33374
302380,세창기전,33373
302470,영도벨벳,33369
293290,아이엔오기술,33402
22559K,패션플랫폼1우,25753
301760,대진에프엠씨,33381
20140L,코본2우,23664
302260,지오티,33405
28400Q,블로코6우,31587
28400R,블로코7우,31587
28400S,블로코8우,31587
28675N,나노브릭4우,31850
28675P,나노브릭5우,31850
30255K,리메드1우,33408
302950,요즈마비엠텍,33428
30295K,요즈마비엠텍1우,33428
282950,케이비씨,31502
296490,캠토,32743
29806P,에스씨엠생명과학5우,32932
16212R,루켄테크놀러지스7우,19354
28577K,라이프사이언스테크놀로지1우,31730
303050,대유씨엔에이,33461
28140M,보람바이오3우,31613
30292K,더콘텐츠온1우,33488
30292L,더콘텐츠온 2우,33488
30292M,더콘텐츠온3우,33488
30292N,더콘텐츠온 4우,33488
30292P,더콘텐츠온 5우,33488
21732K,썬테크1우,24985
26706L,명진홀딩스 2우,29907
298410,맘이랜서,33096
299230,세븐브로이양평,33051
300420,행복골프,33171
27847L,에이피알2우,31039
27847M,에이피알3우,31039
27847N,에이피알4우,31039
27847P,에이피알5우,31039
09943M,바이오플러스 3우,12486
296770,윈텍글로비스,32793
297440,씨엠디엘,32894
103080,여수관광레저,12971
18040M,디엑스앤브이엑스3우,21223
22633M,신테카바이오3우선주,25828
24671L,티앤알바이오팹2우,27936
297660,셀가디언,32902
29394K,신한알파위탁관리부동산투자회사1우,32917
29789K,에이치비솔루션1우,32929
29806K,에스씨엠생명과학1우,32932
29806L,에스씨엠생명과학2우,32932
29806M,에스씨엠생명과학3우,32932
29806N,에스씨엠생명과학4우,32932
27508L,아이언가이즈2우,30627
28785L,루사트2우,31975
29838K,에이비엘바이오1우,32937
29838L,에이비엘바이오2우,32937
298130,옥천당,32951
29813K,옥천당1우,32951
29813L,옥천당2우,32951
294220,엠티아이지,32956
295550,대원토질,32957
298080,아이지엠,32958
297900,시너스텍,32984
292990,일감플러스,32624
294960,휴마코스,32661
29505K,솔루게이트1우,32666
295980,리연바이오케미칼,32729
298710,더우주,32989
01853L,씨엔씨티에너지2우,1853
274980,에듀스파박문각,30668
297600,포미스,33032
298090,에프엔에스벨류,33000
188080,엘엠에이티,22009
18808K,엘엠에이티1우,22009
18808L,엘엠에이티2우,22009
29052K,신도기연1우,33053
24190K,비주얼캠프1우,27359
299100,지호산업,33069
09570P,제넥신6우,12024
294800,마이비,32653
298670,온페이스,33047
298370,파트론이에스엘,33098
29837K,파트론이에스엘1우,33098
29837L,파트론이에스엘2우,33098
29837M,파트론이에스엘3우,33098
29837N,파트론이에스엘4우,33098
29837P,파트론이에스엘5우,33098
29837Q,파트론이에스엘6우,33098
29837R,파트론이에스엘7우,33098
299200,제이케이머티리얼즈,32988
299760,더코더,33107
29976K,더코더1우,33107
299130,뉴라클사이언스,33100
299390,란드바이오사이언스,33111
29939K,란드바이오사이언스1우,33111
29299K,일감플러스1우,32624
295140,비유비유,32674
296300,태인교육,32728
296670,삼명텍,32820
26706K,명진홀딩스1우,29907
05202K,에스티큐브1우,7438
23829P,자안그룹5우,26981
266290,세라젬,33149
297220,베이서스,32909
29722K,베이서스1우,32909
299560,엔파홀딩스,33106
29066K,네오펙트1우,33102
29066L,네오펙트2우,33102
29066M,네오펙트3우,33102
29066N,네오펙트4우,33102
29066P,네오펙트5우,33102
29066Q,네오펙트6우,33102
29066R,네오펙트7우,33102
29066S,네오펙트8우,33102
29066T,네오펙트9우,33102
29066V,네오펙트10우,33102
29066W,네오펙트11우,33102
29066X,네오펙트12우,33102
29066Y,네오펙트13우,33102
297500,엔캣,33118
298660,이볼케이노,32905
300210,세한텍스프리,33150
200000,일신전자,23259
20000K,일신전자1우,23259
20000L,일신전자2우,23259
23829R,자안그룹7우,26981
297700,넥스트페이지,33174
24802A,젬15우,28327
181300,이맥스아이엔시,21321
18130K,이맥스아이엔시1우,21321
18130L,이맥스아이엔시2우,21321
18130M,이맥스아이엔시3우,21321
18130N,이맥스아이엔시4우,21321
18130P,이맥스아이엔시5우,21321
18130Q,이맥스아이엔시6우,21321
21445N,파마리서치4우,24714
28410L,이안프론티어2우,27121
28996K,아수소프트1우,32187
291510,페이업,32331
293830,알씨엠미디어그룹,32554
289050,베이미,32329
290160,이에프티코리아,32199
294150,이노파마스크린,32572
294160,골든브릿지이안제1호기업인수목적,32569
244700,조윈,27621
173200,아센텍,20483
24140N,아우름플래닛4우,27319
01781K,풀무원1우,1781
290050,씨엔아이,32619
29005K,씨엔아이1우,32619
29005L,씨엔아이2우,32619
291360,에이에스엔,32303
293990,에스티오샵,32626
19929Q,바이오프로테크6우,23179
279120,호그린에어,31108
294460,엠투엠코딩,32643
28410M,이안프론티어3우,27121
28410N,이안프론티어4우,27121
103890,유넷시스템즈,14055
295050,솔루게이트,32666
23690M,모헤닉플래닛3우,26910
279110,제이케이테크,31072
293020,리버스랩,32489
271800,한국피부과학연구원,32683
27180K,한국피부과학연구원1우,32683
295110,프리닉스,32680
29511K,프리닉스1우,32680
295120,지에스비,32678
295430,아시아나에어포트,32692
295900,인클레르,32707
290730,플레이캐슬,32353
292480,온다빌레,32427
24157K,넥스모스1우,27392
271590,엔씨디지텍,30287
27911K,제이케이테크1우,31072
29302K,리버스랩1우,32489
294110,하이퍼커넥트,32618
29411K,하이퍼커넥트1우,32618
29411L,하이퍼커넥트2우,32618
19617L,알테오젠2우,23721
28601M,알려줌3우,31768
216210,힐세리온,32840
21621K,힐세리온1우,32840
21621L,힐세리온2우,32840
21621M,힐세리온3우,32840
21621N,힐세리온4우,32840
296260,타스씨앤엠,32842
27322M,뷰텔3우,30467
27322N,뷰텔4우,30467
28553K,아이스트로1우,31717
29248K,온다빌레1우,32427
297270,이엘비앤티,32864
10764K,한중엔시에스5우,14546
27508K,아이언가이즈1우,30627
10764L,한중엔시에스6우,14546
14222N,이씨스4우,17217
26860Q,셀리버리6우,30079
06455K,바이오니아1우,4895
12235K,삼기1우,15111
20665W,유바이오로직스11우,24032
20837K,셀바스헬스케어1우,24115
03903K,이오테크닉스1우,3903
09287K,엑시콘1우,12736
05519L,엑시아머티리얼스4우,5520
292650,제이피에스,32895
294980,셀버스,32700
276880,스포메틱스,31103
279270,넥스트키친,32035
27927K,넥스트키친1우,32035
27927L,넥스트키친2우,32035
288020,지스코,32396
289300,스마트골프카운티,32143
289660,에듀니티랩,32204
291090,리화이트,32275
29109K,리화이트1우,32275
29109L,리화이트2우,32275
29109M,리화이트3우,32275
29109N,리화이트4우,32275
285640,블루앤,31710
29109P,리화이트5우,32275
28601L,알려줌2우,31768
291640,한주하이텍,32403
292080,이강에류,32395
288840,코틈,32071
289700,오토인,32164
289970,에너캠프,32191
290010,스파익스,32217
286340,짐브러스,31828
286660,가브린트,31945
111940,로보터스,32439
287060,비앤알테크널러지,31888
287080,한클라우드,31887
287350,대신테크젠,31931
287620,테크밸리,31930
287830,카인즈바이오틱스,31964
28785K,루사트 1우,31975
287930,다이닝코드,31989
21105K,인카금융서비스1우,26174
21105L,인카금융서비스2우,26174
28930K,스마트골프카운티1우,32143
138020,쎄믹스,17131
14222M,이씨스3우,17217
17790Q,쓰리에이로직스6우,20926
17790R,쓰리에이로직스7우,20926
17790S,쓰리에이로직스8우,20926
288560,팀맥스어드벤처,32244
289600,환경시설관리(신설),32140
289870,제이투에스테크놀리지,32161
289960,아수소프트,32187
290620,핑크투어,32243
290770,한에듀테크,32232
151170,신우코스텍,18213
15117K,신우코스텍1우,18213
289950,귀주마오타이코리아,32189
23733N,씨플래닛4우,26911
290290,신한자산신탁,32484
26228K,닥터스팹1우,29420
293120,우신환경건설,32487
24251L,발레앤모델2우,28539
23250L,바이오이즈2우,26454
27604N,스코넥엔터테인먼트 4우,30757
015960,에이치디씨리조트,1596
290640,바이크비바,32248
156810,카라신,18719
203520,옐로모바일,25132
290970,코스모에코켐,32268
29097K,코스모에코켐1우,32268
20352K,옐로모바일1우,25132
27788L,티에스아이2우,31124
290850,키위플러스,32279
29085K,키위플러스1우,32279
29085L,키위플러스2우,32279
29085M,키위플러스3우,32279
29085N,키위플러스4우,32279
28410K,이안프론티어1우,27121
11475P,와이디생명과학5우,13217
289340,아이딘랩,32120
291760,타고가요,32347
28793K,다이닝코드1우,31989
28793L,다이닝코드2우,31989
21608M,제테마3우,24833
05329K,엔이능률1우,7764
163430,디피코,19521
291530,제넨셀,32321
29153K,제넨셀1우,32321
291570,참그래핀,32323
289910,삼성포리머,32334
03949K,키움증권2우,3949
285340,파이브지티,32096
28534K,파이브지티1우,32096
291160,투월드유나이트,32387
